0.2,20,0.389265,0.438377,0.137173,0
0.4,20,0.277088,0.398278,0.128435,0
0.6,20,0.242935,0.442798,0.12516,0
0.8,20,0.524785,0.445043,0.126087,0
1.0,20,0.222806,0.441971,0.114998,0
1.2,20,0.469213,0.506311,0.0421871,0
1.4,20,0.551051,0.560713,0.0414111,0
1.6,20,0.570716,0.58056,0.039912,0
1.8,20,0.573256,0.598261,0.0412915,0
2.0,20,0.601584,0.614256,0.0407677,0
2.2,20,0.630505,0.61266,0.042849,0
2.4,20,0.531754,0.597078,0.0426149,0
2.6,20,0.512192,0.557999,0.0474627,0
2.8,20,0.57077,0.556034,0.0482962,0
3.0,20,0.551135,0.558705,0.0500737,0
3.2,20,0.569747,0.56837,0.052701,0
3.4,20,0.567969,0.588323,0.0544634,0
3.6,20,0.582496,0.612491,0.0490942,0
3.8,20,0.653627,0.622608,0.0483152,0
4.0,20,0.598327,0.62475,0.0506943,0
4.2,20,0.74973,0.631877,0.0533793,0
4.4,20,0.596423,0.635754,0.0547733,0
4.6,20,0.585049,0.639731,0.0513685,0
4.8,20,0.649371,0.646873,0.0576551,0
5.0,20,0.610724,0.649292,0.0567432,0
5.2,20,0.657595,0.653681,0.0569048,0
5.4,20,0.746741,0.65707,0.055192,0
5.6,20,0.687344,0.658889,0.0571165,0
5.8,20,0.596385,0.661361,0.0575317,0
6.0,20,0.65228,0.661545,0.0572438,0
6.2,20,0.714775,0.662829,0.0561072,0
6.4,20,0.647551,0.663376,0.0577648,0
6.6,20,0.715571,0.664777,0.0591095,0
6.8,20,0.619581,0.664256,0.0588844,0
7.0,20,0.672186,0.665644,0.0611685,0
7.2,20,0.688978,0.667614,0.0617305,0
7.4,20,0.580583,0.667971,0.0627653,0
7.6,20,0.653916,0.669642,0.0645746,0
7.8,20,0.697165,0.669231,0.0671294,0
8.0,20,0.646304,0.669534,0.0687781,0
8.2,20,0.674682,0.669664,0.0674105,0
8.4,20,0.728467,0.668018,0.0664996,0
8.6,20,0.734348,0.665003,0.0666746,0
8.8,20,0.705024,0.663489,0.0657632,0
9.0,20,0.660755,0.666387,0.0655839,0
9.2,20,0.609702,0.669028,0.0659044,0
9.4,20,0.666831,0.669677,0.0649245,0
9.6,20,0.5879,0.671351,0.0678828,0
9.8,20,0.688735,0.673382,0.0668601,0
10.0,20,0.643614,0.673388,0.0679168,0
