0.12,2.8,0.922863,0.949711,0.930308,0.655143,0.219138,0
0.06,3.1,0.927121,0.922817,0.58048,0.655072,0.213305,0
0.18,3.0,0.919325,0.936229,0.587396,0.655472,0.215801,0
0.24,3.1,0.929389,0.940097,0.848035,0.654503,0.21637,0
0.3,3.0,0.934011,0.925212,0.743921,0.660953,0.212386,0
0.36,2.9,0.906166,0.91553,0.366078,0.653158,0.214641,0
0.42,2.9,0.918807,0.915728,0.648516,0.656216,0.21386,0
0.48,2.9,0.939051,0.951212,0.862107,0.661118,0.216537,0
0.6,3.0,0.927412,0.950517,0.924468,0.659945,0.217971,0
0.54,3.1,0.910967,0.919427,0.342622,0.658611,0.216746,0
0.66,3.5,0.931477,0.92178,0.390523,0.669165,0.212915,0
0.72,3.2,0.924915,0.919034,0.345181,0.670873,0.215034,0
0.78,3.2,0.928327,0.913189,0.655978,0.667746,0.211103,0
0.84,3.0,0.91961,0.933712,0.802704,0.665066,0.213834,0
0.9,3.2,0.920768,0.931383,0.437204,0.666328,0.21363,0
0.96,3.3,0.942591,0.960071,0.694524,0.67148,0.217267,0
1.02,3.3,0.940568,0.931,0.864189,0.675465,0.208672,0
1.08,3.7,0.966877,0.951161,0.854469,0.689812,0.201189,0
1.14,3.2,0.909933,0.930619,0.30098,0.670945,0.209395,0
1.2,3.4,0.963449,0.958437,0.854869,0.688515,0.194713,0
1.26,3.5,0.954345,0.942133,0.657007,0.686315,0.201104,0
1.38,3.6,0.958023,0.938379,0.674787,0.694844,0.180124,0
1.32,3.8,0.966498,0.95659,0.957914,0.685863,0.196581,0
1.44,3.4,0.938935,0.938364,0.574487,0.685241,0.192499,0
1.56,3.3,0.954239,0.954976,0.756524,0.719582,0.0464436,0
1.5,3.7,0.972771,0.957771,0.953531,0.691847,0.192723,0
1.62,3.4,0.950792,0.947073,0.925766,0.689745,0.168282,0
1.68,3.5,0.93108,0.962664,0.701842,0.705613,0.00672399,1
1.74,3.1,0.922075,0.943089,0.726689,0.731066,0.00587523,1
1.86,2.7,0.92935,0.950543,0.836241,0.831804,0.00451148,1
1.8,2.8,0.914922,0.936218,0.730005,0.731805,0.00550413,1
2.1,2.1,0.922657,0.939289,0.867127,0.867007,0.00221702,1
1.98,2.5,0.912283,0.916873,0.791125,0.801505,0.00549674,1
1.92,3.4,0.960874,0.945215,0.801624,0.789066,0.00622583,1
2.04,2.4,0.916402,0.934869,0.865978,0.871915,0.00509949,1
2.16,2.2,0.92006,0.931659,0.837943,0.839929,0.00480366,1
2.28,2.6,0.949816,0.930562,0.861078,0.861078,1.62163e-07,1
2.22,2.5,0.933723,0.926693,0.85013,0.844325,0.0049461,1
2.34,2.4,0.925733,0.923416,0.840943,0.842936,0.00445277,1
2.4,2.2,0.924288,0.923791,0.857982,0.856331,0.00578445,1
2.52,1.9,0.917526,0.92268,0.862029,0.865288,0.00644326,1
2.58,2.1,0.915567,0.945281,0.889602,0.891124,0.00445659,1
2.46,2.4,0.947,0.939167,0.891128,0.889364,0.00347888,1
2.64,1.9,0.925144,0.934799,0.883088,0.883681,0.00380118,1
2.7,1.9,0.918413,0.925739,0.874786,0.876897,0.00560334,1
2.76,2.1,0.931438,0.916403,0.86935,0.866673,0.00314349,1
2.82,2.0,0.932386,0.924329,0.89157,0.892624,0.00419579,1
2.88,1.6,0.924116,0.934676,0.891632,0.887447,0.00321135,1
2.94,1.9,0.920498,0.933856,0.889145,0.892177,0.00367897,1
3.0,2.0,0.950563,0.930528,0.909321,0.908233,0.00328998,1
