0.06,3.0,0.922239,0.937977,0.675266,0.654841,0.215281,0
0.18,2.9,0.919697,0.910916,0.692763,0.651039,0.212573,0
0.24,2.9,0.927141,0.933916,0.508353,0.658987,0.21536,0
0.12,3.3,0.956909,0.914843,0.618381,0.674189,0.211306,0
0.3,3.2,0.933298,0.901252,0.473913,0.665257,0.213258,0
0.36,2.7,0.921142,0.913804,0.755084,0.655503,0.213191,0
0.42,2.8,0.905222,0.918345,0.353167,0.657133,0.215701,0
0.48,3.3,0.936997,0.959653,0.86346,0.66144,0.221358,0
0.6,3.0,0.941661,0.951411,0.900265,0.665223,0.216774,0
0.54,3.3,0.935943,0.951226,0.717654,0.663064,0.218299,0
0.66,3.2,0.934151,0.958432,0.66585,0.663882,0.220664,0
0.72,3.2,0.914685,0.917986,0.304247,0.663192,0.216043,0
0.78,3.0,0.904444,0.916112,0.297911,0.660881,0.214095,0
0.84,3.2,0.945968,0.952252,0.916068,0.663253,0.213006,0
0.9,3.4,0.935629,0.952096,0.789566,0.671246,0.215706,0
0.96,3.2,0.942794,0.923727,0.516052,0.677322,0.209939,0
1.08,3.0,0.931734,0.932251,0.522628,0.676467,0.20289,0
1.02,3.1,0.910669,0.927309,0.411918,0.669573,0.20892,0
1.14,3.2,0.94855,0.942959,0.730022,0.683564,0.191524,0
1.2,3.8,0.947083,0.91292,0.327607,0.689406,0.197705,0
1.32,3.2,0.936968,0.946247,0.63342,0.677597,0.20208,0
1.26,3.4,0.924355,0.918612,0.315099,0.68091,0.205295,0
1.38,3.4,0.963069,0.967563,0.860073,0.684979,0.202366,0
1.5,3.4,0.945072,0.940176,0.644249,0.698635,0.164677,0
1.44,3.5,0.954609,0.951755,0.72317,0.691152,0.186308,0
1.56,3.6,0.957092,0.958531,0.767501,0.693075,0.179009,0
1.62,2.9,0.927441,0.94828,0.775698,0.774102,0.00550747,1
1.68,3.2,0.946626,0.938166,0.773952,0.763546,0.00508628,1
1.86,2.7,0.942282,0.935997,0.830311,0.823079,0.00500195,1
1.74,3.6,0.962997,0.95317,0.733453,0.70762,0.150369,1
1.8,3.5,0.952562,0.944684,0.748967,0.748966,1.5942e-06,1
1.92,2.7,0.9467,0.921237,0.825865,0.817877,0.00443156,1
1.98,2.3,0.921604,0.944711,0.8534,0.854752,0.00266489,1
2.1,2.5,0.9103,0.918115,0.814751,0.827644,0.00586175,1
2.04,3.0,0.927883,0.943818,0.750332,0.756397,0.00471518,1
2.16,2.5,0.938741,0.92897,0.862969,0.86867,0.00403088,1
2.22,2.2,0.911822,0.91882,0.843878,0.852064,0.00460281,1
2.28,2.3,0.922961,0.944802,0.843453,0.847105,0.00385476,1
2.34,2.4,0.921606,0.938367,0.840783,0.842639,0.0034516,1
2.46,2.1,0.924775,0.937077,0.875588,0.875397,0.00220227,1
2.4,2.4,0.951496,0.909017,0.882729,0.887366,0.00325901,1
2.52,2.0,0.928915,0.925673,0.886538,0.881487,0.0033802,1
2.58,2.3,0.922961,0.93076,0.847334,0.840044,0.00475064,1
2.7,2.0,0.939726,0.925183,0.883976,0.883692,0.00344729,1
2.64,2.2,0.947129,0.923957,0.903087,0.902155,0.00326341,1
2.76,1.9,0.9133,0.927718,0.879489,0.879218,0.00179854,1
2.94,1.7,0.919425,0.932719,0.884103,0.883868,0.00290869,1
2.88,1.9,0.927568,0.937932,0.882859,0.883023,0.00338433,1
3.0,1.8,0.932385,0.934827,0.897589,0.89046,0.0033398,1
2.82,2.3,0.930992,0.938637,0.87112,0.861227,0.00565036,1
