0.06,3.0,0.933594,0.923182,0.930039,0.661209,0.212327,0
0.12,2.9,0.92086,0.93999,0.838291,0.651902,0.214296,0
0.24,2.8,0.919161,0.919822,0.793205,0.648958,0.211886,0
0.18,3.1,0.924891,0.946136,0.726764,0.656964,0.217225,0
0.3,3.0,0.911247,0.942304,0.600155,0.65893,0.220233,0
0.36,3.1,0.92995,0.956994,0.589391,0.662815,0.22129,0
0.42,3.0,0.940849,0.928527,0.934184,0.65929,0.213545,0
0.48,3.2,0.930756,0.940033,0.887275,0.658595,0.218613,0
0.54,3.3,0.957852,0.936889,0.794359,0.676222,0.213156,0
0.6,3.0,0.944565,0.947855,0.818296,0.662781,0.217609,0
0.66,3.0,0.915584,0.938124,0.790819,0.659573,0.216909,0
0.72,3.0,0.945809,0.94284,0.798831,0.665599,0.215047,0
0.78,3.2,0.933336,0.946116,0.913071,0.664885,0.215483,0
0.84,3.1,0.91356,0.911484,0.651378,0.664497,0.213533,0
0.9,3.2,0.929313,0.93393,0.447517,0.67153,0.212099,0
0.96,3.3,0.949998,0.953267,0.944806,0.671985,0.211979,0
1.08,3.3,0.9648,0.956273,0.949566,0.679752,0.206511,0
1.02,3.3,0.944033,0.956206,0.77577,0.669701,0.210988,0
1.14,3.2,0.943293,0.920243,0.358526,0.682889,0.203312,0
1.2,3.4,0.915745,0.926055,0.595368,0.678535,0.204422,0
1.32,3.2,0.90135,0.918579,0.360621,0.676282,0.206124,0
1.26,3.3,0.934657,0.944454,0.57306,0.676961,0.205439,0
1.38,3.5,0.920067,0.947038,0.465648,0.692813,0.149241,0
1.44,3.5,0.967557,0.970086,0.942791,0.692425,0.174234,0
1.5,3.4,0.959568,0.962825,0.868074,0.681234,0.195377,0
1.56,3.5,0.951531,0.956952,0.743265,0.692317,0.163344,0
1.62,3.5,0.945602,0.950365,0.643526,0.696552,0.169867,0
1.68,2.8,0.928629,0.941776,0.770538,0.764489,0.00699779,1
1.74,2.6,0.925915,0.906007,0.802283,0.811152,0.00687685,1
1.8,2.6,0.918323,0.95303,0.818593,0.823626,0.00478505,1
1.86,2.6,0.927731,0.933843,0.839582,0.834846,0.00383778,1
1.92,2.6,0.928052,0.936982,0.827291,0.823463,0.004392,1
2.04,2.6,0.932307,0.928643,0.789491,0.790773,0.00484249,1
1.98,2.8,0.92434,0.928656,0.75771,0.754454,0.00667028,1
2.1,2.3,0.913115,0.934922,0.835487,0.84465,0.0059572,1
2.16,2.5,0.925455,0.927751,0.835839,0.834751,0.00403229,1
2.22,2.5,0.923357,0.924894,0.836977,0.836435,0.00473788,1
2.28,2.4,0.935562,0.937278,0.855293,0.847732,0.0037024,1
2.34,2.3,0.920494,0.924988,0.890777,0.890613,0.00438513,1
2.4,2.0,0.936496,0.935382,0.879471,0.879281,0.00339744,1
2.46,2.2,0.922216,0.947206,0.877654,0.875018,0.00387499,1
2.52,2.2,0.935638,0.912259,0.884287,0.889679,0.00403208,1
2.58,2.2,0.941531,0.921234,0.864582,0.868368,0.00245017,1
2.64,1.9,0.938956,0.94343,0.897395,0.887787,0.00487717,1
2.76,2.0,0.929411,0.936154,0.889578,0.887061,0.00316465,1
2.7,2.2,0.924795,0.932145,0.877173,0.875252,0.00596829,1
2.82,1.9,0.922753,0.918356,0.882948,0.884583,0.00187296,1
2.88,2.1,0.930386,0.906581,0.866715,0.870279,0.00245767,1
2.94,1.8,0.928027,0.94028,0.877663,0.871714,0.00413051,1
3.0,1.9,0.924408,0.940041,0.884366,0.882451,0.00422857,1
