0.2,20,0.25932,0.455179,0.18783,0
0.4,20,0.429053,0.425565,0.172926,0
0.6,20,0.415413,0.40563,0.148181,0
0.8,20,0.469508,0.417553,0.123314,0
1.0,20,0.493956,0.551944,0.0756625,0
1.2,20,0.638842,0.600952,0.0598491,0
1.4,20,0.618087,0.648971,0.0524301,0
1.6,20,0.660695,0.672987,0.0511336,0
1.8,20,0.74234,0.673198,0.0536283,0
2.0,20,0.739178,0.679566,0.054566,0
2.2,20,0.712055,0.698031,0.0529251,0
2.4,20,0.774392,0.716428,0.0572462,0
2.6,20,0.699087,0.741166,0.051204,0
2.8,20,0.767103,0.751578,0.0518145,0
3.0,20,0.815606,0.767595,0.0480254,0
3.2,20,0.750615,0.762218,0.0584137,0
3.4,20,0.787731,0.729124,0.0680084,0
3.6,20,0.650736,0.638204,0.0946685,0
3.8,20,0.303372,0.497031,0.143426,0
4.0,20,0.235195,0.505314,0.169036,0
4.2,20,0.148082,0.500793,0.169447,0
4.4,20,0.172023,0.490423,0.178544,0
4.6,20,0.270716,0.489144,0.181536,0
4.8,20,0.563708,0.470749,0.177242,0
5.0,20,0.380685,0.453924,0.176932,0
5.2,20,0.393598,0.440019,0.164323,0
5.4,20,0.586782,0.451409,0.157578,0
5.6,20,0.797807,0.431529,0.12441,0
5.8,20,0.316947,0.457547,0.0715359,0
6.0,20,0.507047,0.495232,0.0712913,0
6.2,20,0.50309,0.520759,0.0703201,0
6.4,20,0.506196,0.534151,0.0706397,0
6.6,20,0.501202,0.548896,0.0706585,0
6.8,20,0.621086,0.56444,0.0705132,0
7.0,20,0.592135,0.575238,0.0706051,0
7.2,20,0.642041,0.588453,0.0706338,0
7.4,20,0.633161,0.597435,0.0705342,0
7.6,20,0.521466,0.60833,0.0707002,0
7.8,20,0.588925,0.620217,0.0708699,0
8.0,20,0.577641,0.630334,0.0696446,0
8.2,20,0.650768,0.635992,0.0695536,0
8.4,20,0.516313,0.639734,0.0686456,0
8.6,20,0.540265,0.640364,0.0687185,0
8.8,20,0.695723,0.633577,0.0687805,0
9.0,20,0.637208,0.628173,0.0695054,0
9.2,20,0.598669,0.642462,0.0689433,0
9.4,20,0.541947,0.639572,0.0674595,0
9.6,20,0.691102,0.644585,0.0674066,0
9.8,20,0.676783,0.643798,0.0678686,0
10.0,20,0.595812,0.646598,0.0684644,0
